2/15 17:33:35.102  CAST: 0x0000000000671818(Milktrader) begins to cast Shoot Bow(2480) on 0xF13000290200BF3F(Spectral Tutor).
2/15 17:34:22.812  0xF1300028F70164C4 attacks. You dodge.
2/15 17:34:22.993  CAST: 0x0000000000426076(Gustas) casts Cleave(20569)(Rank 5) on 0xF130002D1F0164BF(Necrofiend).
2/15 17:34:22.993  0x0000000000426076's Cleave hits 0xF130002D1F0164BF for 188.
2/15 17:34:22.993  0x0000000000426076's Cleave hits 0xF1300028F70164C4 for 168.
2/15 17:34:23.329  0x0000000000426076 hits 0xF130002D1F0164BF for 70.
2/15 17:34:23.409  CAST: 0x00000000006E1670(Ashsoul) begins to cast Flash of Light(51743)(Rank 7) on 0x0000000000671818(Milktrader).
2/15 17:34:23.409  CAST: 0x0000000000671818(Milktrader) casts Sinister Strike(11294)(Rank 8) on 0xF1300028E50164BA(Scholomance Adept).
2/15 17:34:23.409  Your Sinister Strike hits 0xF1300028E50164BA for 305.
2/15 17:34:23.488  CAST: 0x00000000006E5FF9(Mooshmallows) casts Earthquake(48308)(Rank 3) on 0xF1300028E50164BA(Scholomance Adept).
2/15 17:34:23.488  0x00000000006E5FF9's Earthquake hits 0xF1300028E50164BA for 729 Nature damage.
2/15 17:34:23.488  0xF1300028E500BE86 is afflicted by Earthquake (1).
2/15 17:34:23.492  0xF1300028E50164BA is afflicted by Earthquake (1).
2/15 17:34:23.492  0xF130002D1F0164BF is afflicted by Earthquake (1).
2/15 17:34:23.492  0xF1300028F70164C4 is afflicted by Earthquake (1).
2/15 17:34:23.563  CAST: 0x00000000006E5FF9(Mooshmallows) casts Earthquake(51489) on 0xF1300028E50164BA(Scholomance Adept).
2/15 17:34:23.563  0x00000000006E5FF9's Earthquake crits 0xF1300028F70164C4 for 420 Nature damage.
2/15 17:34:23.563  CAST: 0x00000000006E5FF9(Mooshmallows) casts Clearcasting(45542) on 0x00000000006E5FF9(Mooshmallows).
2/15 17:34:23.563  0x00000000006E5FF9's Earthquake hits 0xF130002D1F0164BF for 281 Nature damage.
2/15 17:34:23.563  0x00000000006E5FF9's Earthquake hits 0xF1300028E50164BA for 281 Nature damage.
2/15 17:34:23.571  0x00000000006E5FF9's Earthquake hits 0xF1300028E500BE86 for 280 Nature damage.
2/15 17:34:23.571  0x00000000006E5FF9 gains Clearcasting (1).
2/15 17:34:23.571  Holy Strength fades from you.
2/15 17:34:23.637  You crit 0xF1300028E50164BA for 156.
2/15 17:34:23.784  0xF1300028E500BE93 begins to cast Frostbolt.
2/15 17:34:23.784  CAST: 0xF1300028E500BE93(Scholomance Adept) begins to cast Frostbolt(15043) on 0x0000000000671818(Milktrader).
2/15 17:34:23.784  0xF1300028E50164BA begins to cast Frostbolt.
2/15 17:34:23.784  CAST: 0xF1300028E50164BA(Scholomance Adept) begins to cast Frostbolt(15043) on 0x00000000006E5FF9(Mooshmallows).
2/15 17:34:23.784  0xF1300028E500BE86 begins to cast Frostbolt.
2/15 17:34:23.784  CAST: 0xF1300028E500BE86(Scholomance Adept) begins to cast Frostbolt(15043) on 0x0000000000671818(Milktrader).
2/15 17:34:23.823  You suffer 162 Shadow damage from 0xF1300028F70164C4's Shadow Word: Pain.
2/15 17:34:23.902  CAST: 0x0000000000671818(Milktrader) casts Agitating Poison I(45613)(Rank 1) on 0xF1300028E50164BA(Scholomance Adept).
2/15 17:34:23.902  Your Agitating Poison I hits 0xF1300028E50164BA for 82 Nature damage.
2/15 17:34:23.902  You crit 0xF1300028E50164BA for 382.
2/15 17:34:23.902  CAST: 0x00000000001CFD42(Netheras) casts Shoot Bow(2480) on 0xF1300028E500BE93(Scholomance Adept).
2/15 17:34:23.960  CAST: 0xF130002D1F0164BF(Necrofiend) casts Deadly Poison(3583) on 0x0000000000671818(Milktrader).
2/15 17:34:24.012  You are afflicted by Deadly Poison (1).
2/15 17:34:24.155  0xF130002D1F0164BF suffers 45 Physical damage from 0x0000000000426076's Deep Wound.
2/15 17:34:24.422  0x00000000001CFD42's Shoot Bow hits 0xF1300028E500BE93 for 176.
2/15 17:34:24.539  Evasion fades from you.
2/15 17:34:24.646  You fail to perform Kick: Out of range.
2/15 17:34:24.667  0x00000000006E1670 gains 10 Mana from 0xF130001CF82793CF's Mana Spring.
2/15 17:34:24.667  0x0000000000426076 hits 0xF130002D1F0164BF for 68.
2/15 17:34:24.667  0x00000000006E5FF9 gains 10 Mana from 0xF130001CF82793CF's Mana Spring.
2/15 17:34:24.694  CAST: 0xF1300028FF00BF19(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BF19(Diseased Ghoul).
2/15 17:34:24.694  CAST: 0xF1300028FF00BF1E(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BF1E(Diseased Ghoul).
2/15 17:34:24.694  CAST: 0xF13000290800BEDF(Lord Alexei Barov) casts Unholy Aura(17466) on 0xF13000290800BEDF(Lord Alexei Barov).
2/15 17:34:24.694  CAST: 0xF1300028FF00BF1B(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BF1B(Diseased Ghoul).
2/15 17:34:24.694  CAST: 0xF1300028FF00BF1A(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BF1A(Diseased Ghoul).
2/15 17:34:24.694  CAST: 0xF1300028FF00BF1C(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BF1C(Diseased Ghoul).
2/15 17:34:24.694  CAST: 0xF1300028FF00BE80(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BE80(Diseased Ghoul).
2/15 17:34:24.694  CAST: 0xF1300028FF00BDB3(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BDB3(Diseased Ghoul).
2/15 17:34:24.694  CAST: 0xF1300028FF016514(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF016514(Diseased Ghoul).
2/15 17:34:24.694  CAST: 0xF1300028FF01651B(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF01651B(Diseased Ghoul).
2/15 17:34:24.694  CAST: 0xF1300028FF016513(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF016513(Diseased Ghoul).
2/15 17:34:24.694  CAST: 0xF1300028FF00BE81(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BE81(Diseased Ghoul).
2/15 17:34:24.694  CAST: 0xF1300028FF00BE7D(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BE7D(Diseased Ghoul).
2/15 17:34:24.694  CAST: 0xF1300028FF00BD5D(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BD5D(Diseased Ghoul).
2/15 17:34:24.694  CAST: 0xF1300028FF00BE84(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BE84(Diseased Ghoul).
2/15 17:34:24.694  CAST: 0xF1300028FF00BE79(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BE79(Diseased Ghoul).
2/15 17:34:24.694  CAST: 0xF1300028FF00BF57(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BF57(Diseased Ghoul).
2/15 17:34:24.695  CAST: 0xF1300028FF00BEA9(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BEA9(Diseased Ghoul).
2/15 17:34:24.695  CAST: 0xF1300028FF00BEBB(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BEBB(Diseased Ghoul).
2/15 17:34:24.695  CAST: 0xF1300028FF00BDC9(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BDC9(Diseased Ghoul).
2/15 17:34:24.695  CAST: 0xF1300028FF00BEB2(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BEB2(Diseased Ghoul).
2/15 17:34:24.695  CAST: 0xF1300028FF016517(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF016517(Diseased Ghoul).
2/15 17:34:24.695  CAST: 0xF1300028FF00BEB0(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BEB0(Diseased Ghoul).
2/15 17:34:24.695  CAST: 0xF1300028FF00BF61(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BF61(Diseased Ghoul).
2/15 17:34:24.695  CAST: 0xF1300028FF00BEC4(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BEC4(Diseased Ghoul).
2/15 17:34:24.695  CAST: 0xF1300028FF00BF5B(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BF5B(Diseased Ghoul).
2/15 17:34:24.695  CAST: 0xF1300028FF00BEC5(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BEC5(Diseased Ghoul).
2/15 17:34:24.695  CAST: 0xF1300028FF00BEAC(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BEAC(Diseased Ghoul).
2/15 17:34:24.695  CAST: 0xF1300028FF00BF67(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BF67(Diseased Ghoul).
2/15 17:34:24.695  CAST: 0xF1300028FF00BEC0(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BEC0(Diseased Ghoul).
2/15 17:34:24.795  You fail to perform Kick: Out of range.
2/15 17:34:24.795  You hit 0xF1300028E50164BA for 65.
2/15 17:34:24.795  CAST: 0x0000000000426076(Gustas) casts Cleave(20569)(Rank 5) on 0xF130002D1F0164BF(Necrofiend).
2/15 17:34:24.805  0x0000000000426076's Cleave hits 0xF130002D1F0164BF for 196.
2/15 17:34:24.805  0x0000000000426076's Cleave hits 0xF1300028F70164C4 for 166.
2/15 17:34:24.875  CAST: 0x00000000006E1670(Ashsoul) casts Flash of Light(51743)(Rank 7) on 0x0000000000671818(Milktrader).
2/15 17:34:24.875  CAST: 0x00000000006E1670(Ashsoul) casts Flash of Light(19993) on 0x0000000000671818(Milktrader).
2/15 17:34:24.875  0x00000000006E1670's Flash of Light heals you for 945.
2/15 17:34:24.951  You fail to perform Kick: Out of range.
2/15 17:34:24.951  CAST: 0x00000000006E5FF9(Mooshmallows) casts Earth Shock(10414)(Rank 7) on 0xF1300028E50164BA(Scholomance Adept).
2/15 17:34:24.951  CAST: 0xF1300028E50164BA(Scholomance Adept) fails casting Frostbolt(15043).
2/15 17:34:24.951  0x00000000006E5FF9's Earth Shock hits 0xF1300028E50164BA for 707 Nature damage.
2/15 17:34:24.951  CAST: 0xF1300028F70164C4(Risen Protector) casts Dazed(1604) on 0x0000000000671818(Milktrader).
2/15 17:34:24.951  0xF1300028F70164C4 performs Dazed on you.
2/15 17:34:24.951  0xF1300028F70164C4 hits you for 375.
2/15 17:34:25.029  You are afflicted by Dazed (1).
2/15 17:34:25.377  Sprint fades from you.
2/15 17:34:25.560  CAST: 0x00000000006E1670(Ashsoul) casts Holy Shock(51786)(Rank 4) on 0x0000000000671818(Milktrader).
2/15 17:34:25.560  CAST: 0x00000000006E1670(Ashsoul) casts Holy Shock(51787)(Rank 4) on 0x0000000000671818(Milktrader).
2/15 17:34:25.560  0x00000000006E1670's Holy Shock heals you for 1110.
2/15 17:34:25.747  0xF130002D1F0164BF suffers 45 Physical damage from 0x0000000000426076's Deep Wound.
2/15 17:34:26.048  CAST: 0x0000000000426076(Gustas) casts Deep Wounds(12868)(Rank 3) on 0xF130002D1F0164BF(Necrofiend).
2/15 17:34:26.048  CAST: 0x0000000000426076(Gustas) casts Deep Wound(12721) on 0xF130002D1F0164BF(Necrofiend).
2/15 17:34:26.048  CAST: 0x0000000000426076(Gustas) casts Flurry(12970)(Rank 5) on 0x0000000000426076(Gustas).
2/15 17:34:26.048  0x0000000000426076 crits 0xF130002D1F0164BF for 124.
2/15 17:34:26.131  0xF130002D1F0164BF attacks. You parry.
2/15 17:34:26.196  CAST: 0x0000000000671818(Milktrader) casts Sinister Strike(11294)(Rank 8) on 0xF130002D1F0164BF(Necrofiend).
2/15 17:34:26.196  Your Sinister Strike hits 0xF130002D1F0164BF for 237.
2/15 17:34:26.196  CAST: 0x0000000000671818(Milktrader) casts Agitating Poison I(45613)(Rank 1) on 0xF130002D1F0164BF(Necrofiend).
2/15 17:34:26.196  Your Agitating Poison I hits 0xF130002D1F0164BF for 70 Nature damage.
2/15 17:34:26.196  You crit 0xF130002D1F0164BF for 414.
2/15 17:34:26.301  You hit 0xF130002D1F0164BF for 67.
2/15 17:34:26.494  CAST: 0x00000000006E5FF9(Mooshmallows) begins to cast Chain Lightning(10605)(Rank 4) on 0xF1300028E50164BA(Scholomance Adept).
2/15 17:34:26.575  0x0000000000426076 hits 0xF130002D1F0164BF for 139.
2/15 17:34:26.651  CAST: 0xF13000290800BEDF(Lord Alexei Barov) casts Unholy Aura(17466) on 0xF13000290800BEDF(Lord Alexei Barov).
2/15 17:34:26.722  0x00000000006E1670 gains 10 Mana from 0xF130001CF82793CF's Mana Spring.
2/15 17:34:26.757  0x00000000006E5FF9 gains 10 Mana from 0xF130001CF82793CF's Mana Spring.
2/15 17:34:26.826  CAST: 0xF1300028E500BE93(Scholomance Adept) casts Frostbolt(15043) on 0x0000000000671818(Milktrader).
2/15 17:34:26.826  0xF1300028E500BE93 begins to cast Frostbolt.
2/15 17:34:26.826  CAST: 0xF1300028E500BE93(Scholomance Adept) begins to cast Frostbolt(15043) on 0x0000000000671818(Milktrader).
2/15 17:34:26.826  CAST: 0xF1300028E500BE86(Scholomance Adept) casts Frostbolt(15043) on 0x0000000000671818(Milktrader).
2/15 17:34:26.873  You suffer 162 Shadow damage from 0xF1300028F70164C4's Shadow Word: Pain.
2/15 17:34:26.873  CAST: 0xF1300028E500BE86(Scholomance Adept) casts Cone of Cold(15244) on 0x0000000000671818(Milktrader).
2/15 17:34:26.873  0xF1300028E500BE86's Cone of Cold hits 0x00000000001CFD42 for 512 Frost damage.
2/15 17:34:26.873  0xF1300028E500BE86's Cone of Cold hits 0x0000000000426076 for 620 Frost damage.
2/15 17:34:26.873  0xF1300028E500BE86's Cone of Cold hits 0x00000000006E1670 for 463 Frost damage.
2/15 17:34:26.873  0xF1300028E500BE86's Cone of Cold hits you for 470 Frost damage.
2/15 17:34:26.873  Frost Shock fades from you.
2/15 17:34:26.873  You are afflicted by Cone of Cold (1).
2/15 17:34:26.917  Frost Shock fades from 0x00000000006E1670.
2/15 17:34:26.917  0x00000000006E1670 is afflicted by Cone of Cold (1).
2/15 17:34:27.133  CAST: 0x00000000006E1670(Ashsoul) begins to cast Flash of Light(51743)(Rank 7) on 0x0000000000671818(Milktrader).
2/15 17:34:27.133  0xF1300028F70164C4 hits you for 383.
2/15 17:34:27.133  0xF1300028E500BE86's Frostbolt hits you for 436 Frost damage.
2/15 17:34:27.397  You crit 0xF1300028F70164C4 for 112.
2/15 17:34:27.397  CAST: 0x0000000000426076(Gustas) casts Deep Wounds(12868)(Rank 3) on 0xF130002D1F0164BF(Necrofiend).
2/15 17:34:27.397  CAST: 0x0000000000426076(Gustas) casts Flurry(12970)(Rank 5) on 0x0000000000426076(Gustas).
2/15 17:34:27.397  0x0000000000426076 crits 0xF130002D1F0164BF for 124.
2/15 17:34:27.495  CAST: 0x00000000006E5FF9(Mooshmallows) casts Earthquake(51489) on 0xF1300028E50164BA(Scholomance Adept).
2/15 17:34:27.495  0x00000000006E5FF9's Earthquake hits 0xF1300028F70164C4 for 239 Nature damage.
2/15 17:34:27.495  0x00000000006E5FF9's Earthquake hits 0xF130002D1F0164BF for 239 Nature damage.
2/15 17:34:27.495  0x00000000006E5FF9's Earthquake hits 0xF1300028E50164BA for 240 Nature damage.
2/15 17:34:27.495  0xF130002D1F0164BF suffers 21 Physical damage from 0x0000000000426076's Deep Wound.
2/15 17:34:27.655  CAST: 0x0000000000671818(Milktrader) casts Sinister Strike(11294)(Rank 8) on 0xF1300028F70164C4(Risen Protector).
2/15 17:34:27.655  Your Sinister Strike crits 0xF1300028F70164C4 for 556.
2/15 17:34:27.667  0xF1300028E500BE93's Frostbolt was resisted.
2/15 17:34:27.732  CAST: 0xF1300028FF00BF19(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BF19(Diseased Ghoul).
2/15 17:34:27.732  CAST: 0xF1300028FF00BF1E(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BF1E(Diseased Ghoul).
2/15 17:34:27.732  CAST: 0xF1300028FF00BF1B(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BF1B(Diseased Ghoul).
2/15 17:34:27.732  CAST: 0xF1300028FF00BF1A(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BF1A(Diseased Ghoul).
2/15 17:34:27.732  CAST: 0xF1300028FF00BF1C(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BF1C(Diseased Ghoul).
2/15 17:34:27.732  CAST: 0xF1300028FF00BE80(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BE80(Diseased Ghoul).
2/15 17:34:27.732  CAST: 0xF1300028FF00BDB3(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BDB3(Diseased Ghoul).
2/15 17:34:27.732  CAST: 0xF1300028FF016514(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF016514(Diseased Ghoul).
2/15 17:34:27.732  CAST: 0xF1300028FF01651B(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF01651B(Diseased Ghoul).
2/15 17:34:27.732  CAST: 0xF1300028FF016513(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF016513(Diseased Ghoul).
2/15 17:34:27.732  CAST: 0xF1300028FF00BE81(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BE81(Diseased Ghoul).
2/15 17:34:27.732  CAST: 0xF1300028FF00BE7D(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BE7D(Diseased Ghoul).
2/15 17:34:27.732  CAST: 0xF1300028FF00BD5D(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BD5D(Diseased Ghoul).
2/15 17:34:27.732  CAST: 0xF1300028FF00BE84(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BE84(Diseased Ghoul).
2/15 17:34:27.732  CAST: 0xF1300028FF00BE79(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BE79(Diseased Ghoul).
2/15 17:34:27.732  CAST: 0xF1300028FF00BF57(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BF57(Diseased Ghoul).
2/15 17:34:27.732  CAST: 0xF1300028FF00BEA9(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BEA9(Diseased Ghoul).
2/15 17:34:27.732  CAST: 0xF1300028FF00BEBB(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BEBB(Diseased Ghoul).
2/15 17:34:27.732  CAST: 0xF1300028FF00BDC9(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BDC9(Diseased Ghoul).
2/15 17:34:27.732  CAST: 0xF1300028FF00BEB2(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BEB2(Diseased Ghoul).
2/15 17:34:27.732  CAST: 0xF1300028FF016517(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF016517(Diseased Ghoul).
2/15 17:34:27.732  CAST: 0xF1300028FF00BEB0(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BEB0(Diseased Ghoul).
2/15 17:34:27.732  CAST: 0xF1300028FF00BF61(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BF61(Diseased Ghoul).
2/15 17:34:27.732  CAST: 0xF1300028FF00BEC4(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BEC4(Diseased Ghoul).
2/15 17:34:27.732  CAST: 0xF1300028FF00BF5B(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BF5B(Diseased Ghoul).
2/15 17:34:27.732  CAST: 0xF1300028FF00BEC5(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BEC5(Diseased Ghoul).
2/15 17:34:27.732  CAST: 0xF1300028FF00BEAC(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BEAC(Diseased Ghoul).
2/15 17:34:27.732  CAST: 0xF1300028FF00BF67(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BF67(Diseased Ghoul).
2/15 17:34:27.732  CAST: 0xF1300028FF00BEC0(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BEC0(Diseased Ghoul).
2/15 17:34:27.968  CAST: 0x00000000006E5FF9(Mooshmallows) casts Chain Lightning(10605)(Rank 4) on 0xF1300028E50164BA(Scholomance Adept).
2/15 17:34:27.968  0x00000000006E5FF9's Chain Lightning hits 0xF1300028E50164BA for 773 Nature damage.
2/15 17:34:27.968  Clearcasting fades from 0x00000000006E5FF9.
2/15 17:34:28.024  CAST: 0x0000000000671818(Milktrader) casts Riposte(14251) on 0xF1300028F70164C4(Risen Protector).
2/15 17:34:28.024  Your Riposte hits 0xF1300028F70164C4 for 294.
2/15 17:34:28.024  CAST: 0x0000000000671818(Milktrader) casts Agitating Poison I(45613)(Rank 1) on 0xF1300028F70164C4(Risen Protector).
2/15 17:34:28.024  Your Agitating Poison I hits 0xF1300028F70164C4 for 83 Nature damage.
2/15 17:34:28.024  You hit 0xF1300028F70164C4 for 192.
2/15 17:34:28.024  0xF1300028F70164C4 is afflicted by Riposte (1).
2/15 17:34:28.293  0xF130002D1F0164BF attacks. You parry.
2/15 17:34:28.293  0xF1300028E50164BA begins to cast Frostbolt.
2/15 17:34:28.293  CAST: 0xF1300028E50164BA(Scholomance Adept) begins to cast Frostbolt(15043) on 0x00000000006E5FF9(Mooshmallows).
2/15 17:34:28.293  0xF1300028E500BE86 begins to cast Frostbolt.
2/15 17:34:28.293  CAST: 0xF1300028E500BE86(Scholomance Adept) begins to cast Frostbolt(15043) on 0x0000000000671818(Milktrader).
2/15 17:34:28.331  CAST: 0x0000000000426076(Gustas) casts Cleave(20569)(Rank 5) on 0xF130002D1F0164BF(Necrofiend).
2/15 17:34:28.331  0x0000000000426076's Cleave crits 0xF130002D1F0164BF for 435.
2/15 17:34:28.331  CAST: 0x0000000000426076(Gustas) casts Deep Wounds(12868)(Rank 3) on 0xF130002D1F0164BF(Necrofiend).
2/15 17:34:28.331  CAST: 0x0000000000426076(Gustas) casts Deep Wound(12721) on 0xF130002D1F0164BF(Necrofiend).
2/15 17:34:28.331  CAST: 0x0000000000426076(Gustas) casts Flurry(12970)(Rank 5) on 0x0000000000426076(Gustas).
2/15 17:34:28.331  0x0000000000426076 gains 1 Rage from 0x0000000000426076's Unbridled Wrath.
2/15 17:34:28.331  0xF130002D1F0164BF is slain by 0x00000000001CFD42!
2/15 17:34:28.342  CAST: 0x0000000000426076(Gustas) fails casting Cleave(20569)(Rank 5).
2/15 17:34:28.342  0xF130002D1F0164BF dies.
2/15 17:34:28.342  0x0000000000426076's Cleave hits 0xF1300028F70164C4 for 180.
2/15 17:34:28.342  Earthquake fades from 0xF1300028E50164BA.
2/15 17:34:28.479  CAST: 0x00000000006E1670(Ashsoul) casts Flash of Light(51743)(Rank 7) on 0x0000000000671818(Milktrader).
2/15 17:34:28.479  CAST: 0x00000000006E1670(Ashsoul) casts Flash of Light(19993) on 0x0000000000671818(Milktrader).
2/15 17:34:28.479  0x00000000006E1670's Flash of Light heals you for 903.
2/15 17:34:28.479  CAST: 0x0000000000671818(Milktrader) casts Agitating Poison I(45613)(Rank 1) on 0xF1300028F70164C4(Risen Protector).
2/15 17:34:28.479  Your Agitating Poison I hits 0xF1300028F70164C4 for 70 Nature damage.
2/15 17:34:28.479  You crit 0xF1300028F70164C4 for 114.
2/15 17:34:28.521  Earthquake fades from 0xF1300028E500BE86.
2/15 17:34:28.521  Earthquake fades from 0xF1300028F70164C4.
2/15 17:34:28.717  CAST: 0x00000000006E1670(Ashsoul) begins to cast Flash of Light(51743)(Rank 7) on 0x0000000000671818(Milktrader).
2/15 17:34:28.717  0x00000000006E1670 gains 10 Mana from 0xF130001CF82793CF's Mana Spring.
2/15 17:34:28.717  0x00000000006E5FF9 gains 10 Mana from 0xF130001CF82793CF's Mana Spring.
2/15 17:34:28.717  CAST: 0xF13000290800BEDF(Lord Alexei Barov) casts Unholy Aura(17466) on 0xF13000290800BEDF(Lord Alexei Barov).
2/15 17:34:28.996  Dazed fades from you.
2/15 17:34:29.084  CAST: 0x0000000000671818(Milktrader) casts Slice and Dice(6774)(Rank 2) on 0xF1300028F70164C4(Risen Protector).
2/15 17:34:29.128  Flourish fades from you.
2/15 17:34:29.215  0xF1300028F70164C4 attacks. You dodge.
2/15 17:34:29.242  CAST: 0x00000000001CFD42(Netheras) begins to cast Shoot Bow(2480) on 0xF1300028E500BE93(Scholomance Adept).
2/15 17:34:29.612  You hit 0xF1300028F70164C4 for 53.
2/15 17:34:29.799  CAST: 0x0000000000426076(Gustas) casts Deep Wounds(12868)(Rank 3) on 0xF1300028F70164C4(Risen Protector).
